Census Year,Subject population,Age group of parent,Sex of parent,Territorial authority,Territorial authority Code,Unit,Value,Value Unit,Value Label,Null Reason
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Total,Waipā,Waipa District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Male,Waipā,Waipa District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Female,Waipā,Waipa District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Total,Waipā,Waipa District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Male,Waipā,Waipa District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,85-*,Female,Waipā,Waipa District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Total,Ōtorohanga,Otorohanga District,Count,234,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Male,Ōtorohanga,Otorohanga District,Count,48,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Female,Ōtorohanga,Otorohanga District,Count,189,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Total,Ōtorohanga,Otorohanga District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Male,Ōtorohanga,Otorohanga District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,Total,Female,Ōtorohanga,Otorohanga District,Percentage,100,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Total,Ōtorohanga,Otorohanga District,Count,15,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Male,Ōtorohanga,Otorohanga District,Count,6,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Female,Ōtorohanga,Otorohanga District,Count,9,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Total,Ōtorohanga,Otorohanga District,Percentage,6.4102564102564,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Male,Ōtorohanga,Otorohanga District,Percentage,12.5,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,*-24,Female,Ōtorohanga,Otorohanga District,Percentage,4.7619047619048,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Total,Ōtorohanga,Otorohanga District,Count,72,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Male,Ōtorohanga,Otorohanga District,Count,6,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Female,Ōtorohanga,Otorohanga District,Count,63,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Total,Ōtorohanga,Otorohanga District,Percentage,30.7692307692308,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Male,Ōtorohanga,Otorohanga District,Percentage,12.5,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,25-34,Female,Ōtorohanga,Otorohanga District,Percentage,33.3333333333333,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Total,Ōtorohanga,Otorohanga District,Count,75,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Male,Ōtorohanga,Otorohanga District,Count,15,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Female,Ōtorohanga,Otorohanga District,Count,60,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Total,Ōtorohanga,Otorohanga District,Percentage,32.0512820512821,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Male,Ōtorohanga,Otorohanga District,Percentage,31.25,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,35-44,Female,Ōtorohanga,Otorohanga District,Percentage,31.7460317460317,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Total,Ōtorohanga,Otorohanga District,Count,51,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Male,Ōtorohanga,Otorohanga District,Count,12,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Female,Ōtorohanga,Otorohanga District,Count,39,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Total,Ōtorohanga,Otorohanga District,Percentage,21.7948717948718,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Male,Ōtorohanga,Otorohanga District,Percentage,25,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,45-54,Female,Ōtorohanga,Otorohanga District,Percentage,20.6349206349206,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Total,Ōtorohanga,Otorohanga District,Count,15,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Male,Ōtorohanga,Otorohanga District,Count,3,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Female,Ōtorohanga,Otorohanga District,Count,12,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Total,Ōtorohanga,Otorohanga District,Percentage,6.4102564102564,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Male,Ōtorohanga,Otorohanga District,Percentage,6.25,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,55-64,Female,Ōtorohanga,Otorohanga District,Percentage,6.3492063492063,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Total,Ōtorohanga,Otorohanga District,Count,3,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Male,Ōtorohanga,Otorohanga District,Count,3,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Female,Ōtorohanga,Otorohanga District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Total,Ōtorohanga,Otorohanga District,Percentage,1.2820512820513,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Male,Ōtorohanga,Otorohanga District,Percentage,6.25,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,65-74,Female,Ōtorohanga,Otorohanga District,Percentage,0,percentage,% of sole parent families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Total,Ōtorohanga,Otorohanga District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Male,Ōtorohanga,Otorohanga District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Female,Ōtorohanga,Otorohanga District,Count,0,number,Number of families,
2018,One parent with dependent child(ren) families in occupied private dwellings,75-84,Total,Ōtorohanga,Otorohanga District,Percentage,0,percentage,% of sole parent families,
